index,author,date,genre,lhs,match,rhs,gerund,verb_type,func,det,generation,gender,age
948731,BG3,1679,prose," their Ancestors had consented to , and confirmed those Endowments . Therefore there was no need of ",Excluding," them by any special Proviso . But for the Founders and Donors , certainly if there had not been a P",VG,lex,of,bare,G3,M,36
326949,BG3,1688,prose,"et on a severe Persecution against the Dissenters , of being still sour'd with that leaven , and of ",carrying," the same Implacable hatred to them , which the present Reputation that they have gained , may put t",VG,lex,of,bare,G3,M,45
617053,BG3,1681,prose,"ly in the Matter of Elections ; tho' there fell out great Disorders in many Places , yet instead of ",putting," them down , the Remedies they thought on were , That the Town Councils , where they were Christians",VG,light,of,bare,G3,M,38
951951,BG3,1679,prose,hich is right necessary to be uttered from henceforth in our mother-tongue always on the same day : ,Bearing, of Palms on Palm - Sunday in memory of receiving of Christ into Ierusalem a little before his death,NG,lex,other,bare,G3,M,36
783606,BG3,1699,prose,"ate as not to be overcome . Upon this Occasion given , our Saviour makes a difference between their ",Blaspheming," him , and instead of owning him to be the Messias , calling him a deceiver , a glutton , and a wine",VG,lex,other_prep,poss,G3,M,56
1032310,BG3,1673,prose," doth not only by the rules prescribed for the tempering our passions , forgiving of injuries , and ",loving," our Enemies , and by the Doctrin of obedience to those in authority over us , but likewise by assoc",VG,lex,for,bare,G3,M,30
779130,BG3,1686,prose,"ad some disputes with him , touching his legative power ; upon which he obtained that Dignity , for ",puting," an end to all disputes ; and in stead of his being last of all Minister of State , he was first of ",VG,lex,for,bare,G3,M,43
947765,BG3,1679,prose,"ticks in execution , and suggested that the Court of Rome would be more wrought upon , by the Kings ",supporting," the Church , and defending the Faith vigorously , than by threatnings : and therefore a long Procla",VG,lex,by,poss,G3,M,36
948112,BG3,1679,prose,"ccused her , and not being then so free in her thoughts , as to consider that ordinary Artifice for ",drawing," out Confessions , told all she knew , both of him and Mark . Which though it was not enough to dest",VG,lex,for,bare,G3,M,36
58185,BG3,1688,prose,"lves ; and ever day Masses are said upon this very occasion . I have gain'd a very great point , in ",perswading, the King to place our Fathers in Madalen - Colledg in Oxon ; who will be able to tutor the young Sc,VG,lex,in,bare,G3,M,45
687850,BG3,1677,letters,"es to Vs and Our Authority , make Vs believe they have forgot they have a King , and their Oaths in ",preserving," Vs in Our Iust Power as their King : but God will discover and punish such undutiful Thoughts , how",VG,lex,in,bare,G3,M,34
950199,BG3,1679,prose,"st Letters , sent the Pope's Pollicitation , for the non - inhibition or avoking of the Cause , the ",ratifying," and confirming of the Sentence by us his Legates herein to be given , and other things mentioned in",VG,lex,for,the,G3,M,36
786613,BG3,1699,prose,"or forbid by God , the Magistrate has no other Authority but that of executing the Laws of God , of ",adding," his Sanctions to them , and of using his utmost Industry to procure Obedience to them . He cannot a",VG,lex,of,bare,G3,M,56
616734,BG3,1681,prose,"nd the sixth Canon . In the second , they provide against an abuse , of which some were guilty , in ",bringing," Men from Heathenism to be baptized of a sudden ; and as soon as they were baptized , promoting them",VG,lex,in,bare,G3,M,38
947594,BG3,1679,prose,"t at the same time that they pleaded so much for the Kings Supremacy , and Power of making Laws for ",restraining," and Coercing his Subjects , it appeared that they were far from vesting him with such an absolute P",VG,lex,for,bare,G3,M,36
782778,BG3,1699,prose,"n its Original , but fatal in its Consequences . We of this Church , though we abhor the Cruelty of ",condemning," the Eastern Churches for such a difference , yet do receive the Creed according to the usage of the",VG,lex,of,bare,G3,M,56
947225,BG3,1679,prose,"and was never to be impeached for it . And two years after that , upon another Complaint , of their ",Suing," the Kings Subjects in other Courts , or beyond Sea , it was Ordained , that any who Sued either bey",VG,lex,of,poss,G3,M,36
937976,BG3,1688,prose,"signing him Printer to his Majesties Houshold , College and Chappel , contrair to the Laws . 3 . By ",taking," the Children of Protestant Noblemen and Gentlemen , sending them abroad to be bred Papists , making",VG,light,by,bare,G3,M,45
785187,BG3,1699,prose,"erent from so long a practice of the whole Church , are such reasons that we are fully justified in ",denying, Penance to be a Sacrament . But because the Doctrine of Repentance is a point of the highest import,VG,lex,in,bare,G3,M,56
951370,BG3,1679,prose,"g , over - shot my self , and been deceived , by trusting too much to mine own heady Sentence , and ",giving," judgment in and touching the Articles hereafter ensuing ; whereas being convented , and called befo",VG,light,by,bare,G3,M,36
669464,BG3,1696,prose," not a word when he was vehemently accused , and bitterly reviled ; yet he spoke at last , when the ",justifying," his Innocence required it . One would chuse always to be silent , and to commit his cause to God , ",VG,lex,subject,the,G3,M,53
730134,BG3,1687,letters,"to God , for Mercy and Grace , thro the Sacrifice that Christ offered for us on the Cross , and the ",worshipping," him @ God , the Death , Resurrection and Ascention of Iesus Christ , the Resurrection of our Bodies",VG,lex,other,the,G3,M,44
173669,BG3,1693,letters,"s he has the greatest advantage given him Because there have been some different Methods taken , in ",explaining," , the Trinity , in which some seem to have adhered so much to the Vnity of the Deity , that their T",VG,lex,in,bare,G3,M,50
835158,BG3,1688,letters," , to lay before him the Ruin that he was like to bring upon himself as well as upon all Italy , by ",delivering," himself up so intirely to the French Councils , and by putting them first in possession of Guastale",VG,lex,by,bare,G3,M,45
937917,BG3,1688,prose," Temporal , and Commons Assembled at Westminster ; Concerning the Misgovernment of King James , and ",filling," up the Throne . Presented to King William , and Queen Mary , by the right Honourable the Marquess o",VG,lex,other_prep,bare,G3,M,45
782210,BG3,1699,prose,"pprehend how he made , nor how he executes his Decrees . So we must leave this difficulty , without ",pretending," that we can explain it , or answer the Objections that arise against all the several ways by which ",VG,lex,other_prep,bare,G3,M,56
779760,BG3,1688,prose,"irect waies , but in an open and undisguised manner . Those Evil Councellours for the advancing and ",colouring," this , with some plausible pretexts , did Invent and set on foot , the Kings Dispencing power , by ",VG,lex,for,bare,G3,M,45
786337,BG3,1699,prose,"reasons for imposing the Celibate on the Clergy , but he believed there were far better reasons for ",leaving," them to their liberty . As a remedy to these more enormous Crimes , Dispensations for Concubinate b",VG,lex,for,bare,G3,M,56
944021,BG3,1694,prose,"xpositions of some parts of the New Testament , were chang'd in other Ages . The belief of Christ's ",reigning," a Thousand years on earth , is one of these ; for which , tho it is now laid aside in that Church ,",VG,lex,of,poss,G3,M,51
785092,BG3,1699,prose," or not . Baptism is said by St. Peter to save us , not as it is an Action that washes us ; Not the ",putting," away the filth of the flesh , but the answer of a good conscience towards God . And therefore Bapti",VG,light,other,the,G3,M,56
942807,BG3,1677,letters,"bedience , and my Forts restored , I might then talk of the other things upon better terms . As for ",excepting," some out of the General Pardon , almost every one now thinks that it would be a means to unite them",VG,lex,for,bare,G3,M,34
1032797,BG3,1673,prose,"But further , how much of interest appears in the Doctrines of Rome , which tend to the exalting or ",enriching," the Papacy , and inferiour Clergy , for it is visible what a trade they drive by them , and all the",VG,lex,other_prep,the,G3,M,30
617715,BG3,1681,prose,"rd of , by which all the Goods of the Poor were consumed and wasted . From this it appears that the ",delaying," Elections , was then lookt on as a new abuse that was creeping in . The Writ of the Conge d'Elire c",VG,lex,subject,the,G3,M,38
937369,BG3,1688,prose,"theirs . And for God's Vengeance against Saul , for sparing the life of Agag , and against Ahab for ",sparing," the life of Benhadad was mo_t apparent , for they were both by the just Judgment of God deprived of",VG,lex,for,bare,G3,M,45
460245,BG3,1700,prose,"f . No care was taken to find one who should write it , but a great deal was used to hinder me from ",doing, it . Sir John Marsham had free admittance into the Library ; so once when the Noble Owner was out o,VG,light,other_prep,bare,G3,M,57
776963,BG3,1683,letters,be modell'd according to any one's fancy . But for my self I must declare that I had no interest in ,paying," him those frequent visits , but the real promotion of his Souls Eternal welfare . 2 . As for my dis",VG,lex,in,bare,G3,M,40
779031,BG3,1686,prose,"he rest of Wiclef's Heresy were so entirely rooted out of England , that the whole Nation , without ",excepting," one single Person , was of the same Religion during the Reign of Henry the 7th . I am not now near ",VG,lex,other_prep,bare,G3,M,43
1032737,BG3,1673,prose,"Mass in Latine . And thus far I have run a . round that great Circle , I proposed to my self in the ",beginning," of this discourse : and have examined the chief Designs of the Christian Religion , and have found ",NG,lex,in,the,G3,M,30
617939,BG3,1681,prose,To this the Bishop writ answer . ( which is likewise in the Collection ) In it he justified his not ,registring," his Oath ; for he looked on that as a yielding up of his Right , and an acknowledging of the King's",VG,lex,object,poss,G3,M,38
617994,BG3,1681,prose,"hat pretended to be an Arch-deacon , whose Office it was to execute the Canons , to complain of his ",obeying," them . As for the Matter , he complains , that he having done nothing but executed the Decree of a ",VG,lex,of,poss,G3,M,38
835254,BG3,1688,letters," and Constitution : and he did not stick to say , that as high as the States of Holland were now in ",holding," the ballance of Europe , if their Towns fell once into established factions , if Learning sunk amon",VG,lex,in,bare,G3,M,45
355117,BG3,1678,letters,"nor was it for the publick interest of the Nation , to give such encouragement to idleness , as the ",converting, all these Houses to Foundations for an unactive life would have been . Many of them were applied to,VG,lex,other_prep,the,G3,M,35
662360,BG3,1675,prose,"o the search of the Scriptures with a mind prepared , as hath been already said , he cannot fail of ",finding, out all that is necessary for his Salvation . Nor is he to be doubtfully anxious concerning the tru,VG,lex,of,bare,G3,M,32
943464,BG3,1694,prose,"f Christ , his Action and his Miracles , faithfully stated to us : but in the method of ordering or ",expressing," these , they might be left to their natural Powers ; and in this there might be a particular orderi",VG,lex,of,bare,G3,M,51
944560,BG3,1694,prose,"ions in the Scripture , that should restrain the Power that is naturally in every body of men , for ",appointing, things of this nature ? The commemorating the Dispensation of the Gospel committed to the Apostles ,VG,lex,for,bare,G3,M,51
783244,BG3,1699,prose,"word of a general Signification , which we who have the Comment of the New Testament to guide us in ",understanding," the Old , are not to restrain to a natural Death ; and therefore when we are said to be the servant",VG,lex,in,bare,G3,M,56
947094,BG3,1679,prose,"sadors , when they had their Audience of the Pope at Bononia , refused to pay him the submission of ",Kissing," his foot , though he graciously stretched it out to them ; but went to their Business , and expostu",VG,lex,of,bare,G3,M,36
786155,BG3,1699,prose," this , takes in all that went before , the taking , the giving , as well as the blessing , and the ",eating," the Bread : nor is there any reason to appropriate this to the Blessing only , as if by this the Co",VG,lex,other,the,G3,M,56
226799,BG3,1688,letters,"king above all things , that his most holy Name may be sanctified in our selves and others ; and in ",imitating," his admirable love and gentleness , which makes his Sun to shine on good and bad , Let us worship h",VG,lex,in,bare,G3,M,45
946762,BG3,1679,prose,"e Kings Ambassadors : least therefore from that Breve , a new Suit might be afterwards raised , for ",Annulling," any Sentence which the Legates should give , they thought it needful to have the Original brought b",VG,lex,for,bare,G3,M,36
835249,BG3,1688,letters,"se that opposed them , without opening their minds to so great a thought , as that of correcting or ",securing, their Common wealth . They neither had Heads nor Hearts capable of a vigorous Defence : and they kn,VG,lex,of,bare,G3,M,45
689199,BG3,1687,prose,"ons for maintaining vast Armies , that they had in their Wars , shewed more care than was decent in ",preserving," themselves out of all danger , that they were weak to the most excessive Flatteries , the Profusene",VG,lex,in,bare,G3,M,44
17478,BG3,1683,letters,"n , was that which many as sincere Protestants as any are , have ever disliked and condemned , as a ",weakening," the Union of the Protestant Church , and an assuming too much of that authority which we condemn in",VG,lex,other_prep,a,G3,M,40
944039,BG3,1694,prose,"d party , and believe it to be in a Council confirm'd by the Pope ; this is only a plausible way of ",putting," it wholly in the Pope ; for if the Definitions of a Council have no Infallibility in them , till th",VG,light,of,bare,G3,M,51
778960,BG3,1686,prose,"ective on his Great Grandfathers side , it was an odd method for the correcting of it , to think of ",adding," a new blot , and of bringing a Bastard into the 5th Succession ; so the reason is as foolish as the",VG,lex,of,bare,G3,M,43
946721,BG3,1679,prose,": And that although there were three things , which the Pope had great reason to take care of ; The ",calling," a General Council , The Emperors descent into Italy , and the Restitution of his Towns , which were",VG,lex,other,the,G3,M,36
937460,BG3,1688,prose,"t , and find what his Design is , or whether indeed he has any Design at all , unless it be that of ",making," a Book . He tells us at length after much Strugling , and a tedious Repetition of what every body k",VG,light,of,bare,G3,M,45
936557,BG3,1688,prose,"l Ages confirmed that Observation , Vox Populi est Vox Dei . The pesent restoring of Charters , and ",reversing," the oppressing and unjust Judgment given on Magdalen Colledge Fellows , is plain , are but to still",VG,lex,subject,bare,G3,M,45
553522,BG3,1677,letters,ook on unconcerned where he is so deeply engaged . I hope you will pardon the Trouble I give you in ,reading," this long ill-written Letter ; for had I not been Commanded to it , by a Power which God willing I ",VG,lex,in,bare,G3,M,34
1000136,BG3,1685,prose,"of a Bell at the consecration thereof ( that all who heard it , might kneel and joyn their hands in ",adoring, the Host ) was instituted but about An. Dom . 1240 . The Fathers were so far from worshipping the H,VG,lex,in,bare,G3,M,42
689565,BG3,1687,prose, was not necessary to carry his whole Army with him : and that a small Body would be sufficient for ,defeating," those Barbarians ; that as he might have the Army that was left behind in his own Power , so Consta",VG,lex,for,bare,G3,M,44
104696,BG3,1687,prose," was the Bastard , and Queen Elisabeth was the Legitimate issue . But our Author not satisfied with ",defaming," Queen Elisabeth , tells us , that the Church of England was no sooner set up by her , than She enac",VG,lex,other_prep,bare,G3,M,44
943226,BG3,1694,prose,"t Ages , and of the first General Council , was of a Deliverance procured by one Sovereign Prince's ",attacking," , dethroning , and possessing himself of the Empire of another , who had not yet set on foot a Gene",VG,lex,by,poss,G3,M,51
15701,BG3,1680,letters,"and the nicety of School terms in the other . 5 . My fifth Question is , What grounds there are for ",believing," this supposed Infallibility , tied to the collective Body of the Church , and that it is not rather",VG,lex,for,bare,G3,M,37
950374,BG3,1679,prose,"took our leave of his Holiness , and departed , seeing that we could obtain nothing of the Pope for ",stopping," the Avocation , we consulted and devised for the deferring of it , till such time as your Grace mig",VG,lex,for,bare,G3,M,36
785354,BG3,1699,prose," ; In the Name of the Father , the Son , and the Holy Ghost . The Schoolmen have taken a new way of ",explaining," this whole matter , borrowed from the Eucharist , that is made up of Two parts , the Consecration o",VG,lex,of,bare,G3,M,56
616791,BG3,1681,prose," : which tho' it was then well intended , yet as it was afterward managed , was the chief Engine of ",raising," the Wealth of the Clergy , till the Opinion of Purgatory proved more effectual . The chief business",VG,lex,of,bare,G3,M,38
948541,BG3,1679,prose,"d Executed for high Treason , were represented as the effects of savage and barbarous Cruelty . His ",suppressing," the Monasteries , and devouring what the Devotion of former Ages had Consecrated to God , and his S",VG,lex,other,poss,G3,M,36
145094,BG3,1687,letters,"ir hands , the instructing of their Catechumenes , the visiting their Sick , and the supporting and ",comforting," the weak , being tasks that required so much application , that in so vast a City as Rome was in th",VG,lex,subject,bare,G3,M,44
943123,BG3,1694,prose,m to be very much in earnest in pressing the obligations to very high degrees of Virtue . Yet their ,denying," all secret Assistances , must cut off the Exercises of many Devotions , that give a softness and te",VG,lex,subject,poss,G3,M,51
1000138,BG3,1685,prose,"An. Dom . 1240 . The Fathers were so far from worshipping the Host , that some of them are sharp in ",reproving," those , who reserved the Reliques of it ; as appears by Clement 's Epistle to St. James , Origen in",VG,lex,in,bare,G3,M,42
460254,BG3,1700,prose,his discourse of Philpot 's was idle and needless . Here I will give a tast of this Writer's way of ,delivering," matters , without adding any sharp or aggravating words to it , but from thence his Readers will se",VG,lex,of,bare,G3,M,57
1032543,BG3,1673,prose,"onsists in this authority he hath over our Consciences , which he hath vindicated into liberty , by ",delivering, us from the bondage of corruption . If then any pretend a power of obtruding new articles on our Be,VG,lex,by,bare,G3,M,30
663397,BG3,1685,letters,". are these . I suppose a Bishop according to Scripture , to have Power from God as his Minister of ",creating," a Presbyter ; tho he ought not to promote any to the Office of a Presbyter , or admit to any other ",VG,lex,of,bare,G3,M,42
17317,BG3,1683,letters,"t this turn , hoping to recommend himself by it , and that the Bishops signed it in haste , without ",considering," it well . Who of all the Protestants have made that Experiment , and found that the Faith of the Ch",VG,lex,other_prep,bare,G3,M,40
937931,BG3,1688,prose,"e , for other time , and in other manner , than the same was granted by Parliament . By raising and ",keeping," a standing Army within this Kingdom in time of Peace , without Consent of Parliament ; and Quarteri",VG,lex,by,bare,G3,M,45
30136,BG3,1688,prose,"is , to excuse the Lutherans , for the use of Images , without worshipping them ( tho after all the ",doing," such a thing upon a Divine Command , and the doing it without a Command , are two very different th",VG,light,temp,the,G3,M,45
946314,BG3,1679,prose,"at Ipswich in the 20 th. year of the Kings Reign , as appears by the Dates of the Kings Patents for ",Founding," them . In the last Place I come to shew the new opinions in Religion , or those that were accounted",VG,lex,for,bare,G3,M,36
936297,BG3,1688,prose,"o help that Nation in re - establishing the Laws and Priviledges that have been broken , as also in ",maintaining," their Religion and Liberty ; and to that end , to further and bring it about , that a free and lawf",VG,lex,in,bare,G3,M,45
17566,BG3,1683,letters,"epresented by the Angels , to separate the Cockle from the Wheat , and to pluck out the one without ",touching," the other till the time of Harvest , that is in a Council , or by the common consent of the whole C",VG,lex,other_prep,bare,G3,M,40
553520,BG3,1677,letters,"w reduced into . I wish our Countrymen may take it so to heart , as not to neglect this occasion of ",witnessing," their Affections to His Majesty , by making some Overtures for such a Treaty , or offer of their Se",VG,lex,of,bare,G3,M,34
946221,BG3,1679,prose,"ngs exprest in the Third , the Fifth , and the Sixth Articles he had never taught them ; as for his ",asserting," them at any time in discourse , as he did not remember it , so he did not much care , whether he ha",VG,lex,for,poss,G3,M,36
784395,BG3,1699,prose,"diffusive , so that the Church in some Part or other shall be always preserved from Error ; yet the ",restraining," this to the greater Number of such Bishops as shall happen to come to a Council , they living perha",VG,lex,other,the,G3,M,56
950857,BG3,1679,prose," the Inventory , to be left in the keeping of the Governor , or some other Head - Officer , without ",wasting," or consumption of the same , unless it be for necessary expence of the House . Item ; That they com",VG,lex,other_prep,bare,G3,M,36
783134,BG3,1699,prose,"rporeal Figure : The one is the giving the Honour of the True God to an Idol , and the other is the ",depre__ing," the True God to the resemblance of an Idol . These were the two great Branches of Idolatry , by whi",VG,lex,scomp,the,G3,M,56
946715,BG3,1679,prose, Pope assured him he would confirm their Sentence ; but that he made a great difference between the ,confirming," their judgment , by which he had the Legates between him and the Envy or Odium of it , and the gran",VG,lex,other_prep,the,G3,M,36
618092,BG3,1681,prose,Delegates appointed for that effect . The Pope had also threatned others with the same Censures for ,obeying," the King's Orders , who were only accountable to the King . The Church had indeed authority to puni",VG,lex,for,bare,G3,M,38
786147,BG3,1699,prose,"ng his Blood , is to be understood of the Sacrament , as most of the Roman Church affirm , then the ",drinking," Christ 's Blood is as necessary to Eternal Life , as the eating his Flesh ; by consequence it is as",VG,lex,subject,the,G3,M,56
92812,BG3,1685,letters,"six miles on the Lagunes , or shallows , to Venice ; these shallows sink of late so much , that the ",preserving," Venice still an Island , is like to become as great a charge to the Venetian_ . as the keeping out ",VG,lex,subject,the,G3,M,42
157893,BG3,1688,prose,", and Religion ; and if he will not consent to this , to make the next Heir Regent . Others are for ",declaring," the Crown forfeited or demised , and proclaiming the Princess of Orange . Others will have the Gove",VG,lex,for,bare,G3,M,45
173664,BG3,1693,letters,how much further soever an impious Critick may endeavour to stretch them . There is no harm done by ,attacking," our Translation ; or by shewing the various Readings of some Copies , and endeavouring to establish",VG,lex,by,bare,G3,M,50
936273,BG3,1688,prose,"nd Settlement in Church and State , as may conduce to your Majesty's Honour and Safety , and to the ",quieting," the Minds of your People . We do likelise humbly beseech your Majesty , in the mean time , to use s",VG,lex,other_prep,the,G3,M,45
948868,BG3,1679,prose,"hed . This shews that the true Causes of Cromwels fall must be found in some other thing , than his ",making," up the Kings Marriage : who had never thus raised his Title , if he had intended so soon to pull hi",VG,light,other_prep,poss,G3,M,36
944537,BG3,1694,prose,"those that are yet found . Yet if another man fail of his Duty , that can never excuse any one from ",doing," his ; and so it can never be a just ground of separation . Some except to our habit , as a Ceremony",VG,light,other_prep,bare,G3,M,51
1032743,BG3,1673,prose,"and drawn censures on himself and his Book , took a way to repair his reputation by a new Method of ",proving," the truth of the Opinions held in the Roman Church ; which was , that since the present Church held",VG,lex,of,bare,G3,M,30
779177,BG3,1686,prose,"he King to recal him ; who was strangely surprised , when he found that the King had no thoughts of ",marrying," the Dutchess of Alençon , and that he was become so much in love with Anne Boleyn , that he was res",VG,lex,of,bare,G3,M,43
618106,BG3,1681,prose," Parliament of Paris 1608 , the Bishops desired the King to examine the Matter in Council , without ",making," such Protestations as had been done formerly in the like cases , that they did not refer it to the ",VG,light,other_prep,bare,G3,M,38
783602,BG3,1699,prose,ccasion that led our Saviour to speak of the Sin or blasphemy against the Holy Ghost . It was their ,rejecting, the clearest Evidence that God could give to prove any thing by : The power by which those Miracles,VG,lex,scomp,poss,G3,M,56
145371,BG3,1687,letters,"berties , so it would have so secured the Town that the French could not have besieged it , without ",making," War on the Empire : but the Town thought this was a diminution of their Freedom , and so chose rath",VG,light,other_prep,bare,G3,M,44
949718,BG3,1679,prose,"d when in Germany it self this matter was so little understood , it was easie to abuse Strangers by ",giving," them a wrong Account of it . The King was now overgrown with corpulency and fatness , so that he be",VG,light,by,bare,G3,M,36
689490,BG3,1687,prose,"hey might be tortured all over : and care was taken to keep them alive as long as was possible , by ",throwing," cold Water in their Faces , and by giving them wherewith to wash their Mouths , lest otherwise the ",VG,lex,by,bare,G3,M,44
949871,BG3,1679,prose,"dhering to the Bishop of Rome : by the same Act the Wife of one Tirrell Esquire was Attainted , for ",refusing," her duty of Alleageance , and denying Prince Edward to be Prince and heir of the Crown ; and one La",VG,lex,for,bare,G3,M,36
946663,BG3,1679,prose," the Pope about a general Visitation of all Monasteries . And on the 4th of November , the Bull for ",suppressing," some was expected , a Copy whereof is yet extant , but written in such a hand , that I could not re",VG,lex,for,bare,G3,M,36
936714,BG3,1688,prose,"ble than to run the hazard of War , and which ( they say ) is both lawful and meritorious , for the ",rooting," out a Pestilent Heresy , and the promoting the Roman Interest . This set a - foot the Irish Massacr",VG,lex,for,the,G3,M,45
1029929,BG3,1688,prose,"y inhibited to preach against Popery , but are illegally reprimanded , silenced , & suspended , for ",discharching," that duty , which their Consciences , Offices , Oaths , and the Laws of the Kingdom oblige them unt",VG,lex,for,bare,G3,M,45
944553,BG3,1694,prose,"do agree , that this may be done for once , the Arguments from the Fourth Commandment , and against ",appointing," a holy day , are out of doors ; so it remains only to consider , whether Anniversary Days may be ap",VG,lex,other_prep,bare,G3,M,51
618174,BG3,1681,prose,"pon these Reasons I conclude , that there is no good Argument to prove the unlawfulness of a King's ",granting," Collation to a Spiritual Benefice . The distinction in this Matter , between Benefices without Cure",VG,lex,of,poss,G3,M,38
17368,BG3,1683,letters,"hose that subscribe it , as well as the importance and gravity of the subject stop me : So from the ",reviewing," this Letter , I go next to consider the Methods laid down by the Assembly for carrying on those Con",VG,lex,other_prep,the,G3,M,40
947851,BG3,1679,prose,"ne . So he was soon after carryed to the To_er , ( for now the Bishops , to avoid the Imputation of ",using," men cruelly in their Prisons , did put Hereticks in the Kings Prisons ) he was charged for having s",VG,lex,of,bare,G3,M,36
783940,BG3,1699,prose,"for a permissive and directing Will is really a Will , though it be not antecedent nor causal . The ",hardning," Pharaoh's heart , may be ascribed to God , though it is said that his heart hardned it self ; becau",VG,lex,subject,the,G3,M,56
936269,BG3,1688,prose," , and mind the same thing . And in order hereunto that they take all Opportunities of assuring and ",convincing," them , that the Bishops of this Church are really and sincerely irreconcileable Enemies to the Erro",VG,lex,of,bare,G3,M,45
945960,BG3,1679,prose,"is King used , to raise money ; not by embasing the Coin , or raising new and heavie taxes , but by ",embasing," the Christian Religion , and prostituting the pardon of sin in that foul trade of Indulgences . Cle",VG,lex,by,bare,G3,M,36
1029713,BG3,1688,prose,"rliaments having endeavoured to get him excluded from Succession to the Crown , upon the account of ",having," revolted to the Sea of Rome , and thereby become dangerous to the established Religion , could make",VG,have,of,bare,G3,M,45
948185,BG3,1679,prose,"arity , and leave them so to those that should succeed him . But though this was the chief cause of ",calling," the Parliament , it seems the Ministers met with great difficulties , and therefore spent much time",VG,lex,of,bare,G3,M,36
936979,BG3,1688,prose,"he Bishops interposing so , united the inferior Clergy , that this Design proved abortive , and the ",declaring," the Bishops Petition a Seditious Libel , and so much the more dangerous because penn'd with great M",VG,lex,subject,the,G3,M,45
779847,BG3,1688,prose,"they upon full and free debate , shall Judge necessary and convenient , both for the confirming and ",executing, the Law concerning the Test and such other Lawes as are necessary for the Security and Maintenance ,VG,lex,for,the,G3,M,45
948309,BG3,1679,prose,"he first incurred the Kings displeasure . For , being desired by him to concur with his Agents , in ",procuring," the Subscriptions and Seals of the French Universities , he excused himself ; yet it was in such te",VG,lex,in,bare,G3,M,36
784608,BG3,1699,prose,"eed that Indulgences should be continued ; only they restrained some Abuses , in particular that of ",selling, them ; yet even those Restraints were wholly referred to the Popes themselves : So that this crying,VG,lex,of,bare,G3,M,56
785902,BG3,1699,prose,"ns shall be put only as Presumptions , yet if they appear to be violent , so that a Man cannot hold ",giving," his Assent to the Conclusion that follows from them , then though they are put in the Form of presu",VG,light,object,bare,G3,M,56
937417,BG3,1688,prose,t to preclude the right of no succeeding Prince . These Examples ought no more to be urged than the ,stabbing," King Henry the Fourth of France , or the murthering King CHARLES the First of England . The Histori",VG,lex,other_prep,the,G3,M,45
784722,BG3,1699,prose,"hip of them . Yet as soon as this was known in the West , how active soever the See of Rome was for ",establishing," their Worship , a Council of about Three hundred Bishops met at Francfort , under Charles the Great",VG,lex,for,bare,G3,M,56
948057,BG3,1679,prose,"herefore Legends and strange stories of Visions , with other devices , were thought more proper for ",keeping," up their Credit , and carrying on their Ends . It was now generally desired , that if there were ju",VG,lex,for,bare,G3,M,36
784644,BG3,1699,prose,"that God by an Image . If Idolatry had only consisted in the acknowledging a false God , and if the ",Worshipping," the true God in an Image , had not been Idolatry , then all the Fault of the Heathenish Idolatries ",VG,lex,subject,the,G3,M,56
946163,BG3,1679,prose,"Law , yet to make it pass through the House of Lords , they added two Proviso's to it , the one for ",excepting," all such as were within the Holy Orders of Bishop , Priest , or Deacon ; the other that the Act sho",VG,lex,for,bare,G3,M,36
327012,BG3,1688,prose,"d up by the Dissenters , they were fatally conducted by the Popish party , to be the Instruments in ",doing," a great deal of mischief . IX . It is not to be doubted , but tho some weaker men of the Clergy may",VG,light,in,bare,G3,M,45
786531,BG3,1699,prose,"o him to use them , who had the Fulness of the Spirit to give it at pleasure : He made use of it in ",constituting, his Apostles the Governours of his Church in his own stead ; and therefore it seems to have a Sound,VG,lex,in,bare,G3,M,56
783924,BG3,1699,prose," sufficient , yet in the Event will be ineffectual : Every Man ought to complain of himself for not ",using," that which was sufficient , as he might have done ; and all good Men will have matter of rejoycing ",VG,lex,for,bare,G3,M,56
946346,BG3,1679,prose," . Such pious frauds were always practised by the Popish Clergy , and were indeed necessary for the ",supporting, the Credit of that Church . When Richard the 2d was deposed and the Crown usurped by Henry the 4th ,VG,lex,for,the,G3,M,36
785081,BG3,1699,prose,"aces , and Meats . These were indeed Precepts given them of God , but they were not federal Acts of ",renewing," the Covenant , or reconciling themselves to God . By Circumcision they received the Seal of the Cov",VG,lex,of,bare,G3,M,56
724637,BG3,1678,letters,"mned , ( as no doubt we are of most of them ) without more ado , or any further Sentence , upon the ",declaring," us guilty of the Heresies of the Albigenses , the Subjects are delivered from their obligations to ",VG,lex,temp,the,G3,M,35
956311,BG3,1676,letters,"Him , which we offer to the great God . For there can be no Idolatry in the World so great , as the ",worshipping," a meer Man , with the same adoration both inward and outward , that we offer up to the Father . Thi",VG,lex,other_prep,the,G3,M,33
669235,BG3,1696,prose,thought my self bound to warn Mr. Chiswell of that Passage . He was much threatned at that time for ,having," printed Julian , and he was afraid of raising a new Storm against himself . I told him , I would no",VG,have,for,bare,G3,M,53
1029726,BG3,1688,prose,estriction from Arbitrary and Despotical Power ; but they never durst have entertained a thought of ,subverting," the established Religion , or of altering the Civil Government , nor would they ever have had the b",VG,lex,of,bare,G3,M,45
943883,BG3,1694,prose,"he instrumentality of faith in Justification ; their distinguishing it from Obedience in this , but ",joining," it with it in Sanctification , are niceties , not only without any ground in Scripture , but really",VG,lex,subject,bare,G3,M,51
